cnae_subclasse,cnae_mascara,cnae_descricao,item_lc116,descricao_atividade_lc
3831901,3831-9/01,Recuperação de sucatas de alumínio,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
3831999,3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
3832700,3832-7/00,Recuperação de materiais plásticos,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
3839401,3839-4/01,Usinas de compostagem,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
3839499,3839-4/99,Recuperação de materiais não especificados anteriormente,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
3900500,3900-5/00,Descontaminação e outros serviços de gestão de resíduos,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
4399199,4399-1/99,Serviços especializados para construção não especificados anteriormente,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
8129000,8129-0/00,Atividades de limpeza não especificadas anteriormente,07.09,"7.09 - Varrição, coleta, remoção, incineração, tratamento, reciclagem, separação e destinação final de lixo, rejeitos e outros resíduos quaisquer."
3812200,3812-2/00,Coleta de resíduos perigosos,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
3821100,3821-1/00,Tratamento e disposição de resíduos não-perigosos,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
4211102,4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
4299599,4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
4322302,4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
4330499,4330-4/99,Outras obras de acabamento da construção,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
4399199,4399-1/99,Serviços especializados para construção não especificados anteriormente,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
8111700,8111-7/00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
8121400,8121-4/00,Limpeza em prédios e em domicílios,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
8129000,8129-0/00,Atividades de limpeza não especificadas anteriormente,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
9700500,9700-5/00,Serviços domésticos,07.10,"7.10 - Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres."
0161002,0161-0/02,Serviço de poda de árvores para lavouras,07.11,"7.11 - Decoração e jardinagem, inclusive corte e poda de árvores."
4399199,4399-1/99,Serviços especializados para construção não especificados anteriormente,07.11,"7.11 - Decoração e jardinagem, inclusive corte e poda de árvores."
7410202,7410-2/02,Design de interiores,07.11,"7.11 - Decoração e jardinagem, inclusive corte e poda de árvores."
8130300,8130-3/00,Atividades paisagísticas,07.11,"7.11 - Decoração e jardinagem, inclusive corte e poda de árvores."
3600601,3600-6/01,"Captação, tratamento e distribuição de água",07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3701100,3701-1/00,Gestão de redes de esgoto,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3702900,3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3812200,3812-2/00,Coleta de resíduos perigosos,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3821100,3821-1/00,Tratamento e disposição de resíduos não-perigosos,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3822000,3822-0/00,Tratamento e disposição de resíduos perigosos,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3839401,3839-4/01,Usinas de compostagem,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
3900500,3900-5/00,Descontaminação e outros serviços de gestão de resíduos,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
4299599,4299-5/99,Outras obras de engenharia civil não especificadas anteriormente,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
4399199,4399-1/99,Serviços especializados para construção não especificados anteriormente,07.12,"7.12 - Controle e tratamento de efluentes de qualquer natureza e de agentes físicos, químicos e biológicos."
0161001,0161-0/01,Serviço de pulverização e controle de pragas agrícolas,07.13,"7.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres."
0162899,0162-8/99,Atividades de apoio à pecuária não especificadas anteriormente,07.13,"7.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres."
0230600,0230-6/00,Atividades de apoio à produção florestal,07.13,"7.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres."
4399199,4399-1/99,Serviços especializados para construção não especificados anteriormente,07.13,"7.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres."
8122200,8122-2/00,Imunização e controle de pragas urbanas,07.13,"7.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres."
8129000,8129-0/00,Atividades de limpeza não especificadas anteriormente,07.13,"7.13 - Dedetização, desinfecção, desinsetização, imunização, higienização, desratização, pulverização e congêneres."
0119999,0119-9/99,Cultivo de outras plantas de lavoura temporária não especificadas anteriormente,07.16,"7.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e
 por quaisquer meios."
0161002,0161-0/02,Serviço de poda de árvores para lavouras,07.16,"7.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e
 por quaisquer meios."
0161003,0161-0/03,"Serviço de preparação de terreno, cultivo e colheita",07.16,"7.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e
 por quaisquer meios."
0161099,0161-0/99,Atividades de apoio à agricultura não especificadas anteriormente,07.16,"7.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores,
 silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e por quaisquer meios."
0163600,0163-6/00,Atividades de pós-colheita,07.16,"7.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e
 por quaisquer meios."
0210107,0210-1/07,Extração de madeira em florestas plantadas,07.16,"7.16 - Florestamento, reflorestamento, semeadura, adubação, reparação de solo, plantio, silagem, colheita, corte e descascamento de árvores, silvicultura, exploração florestal e dos serviços congêneres indissociáveis da formação, manutenção e colheita de florestas, para quaisquer fins e
 por quaisquer meios."
